"Txhash","Blockno","UnixTimestamp","DateTime","From","To","ContractAddress","Value_IN(ETH)","Value_OUT(ETH)","CurrentValue @ $1864.28/Eth","TxnFee(ETH)","TxnFee(USD)","Historical $Price/Eth","Status","ErrCode","Method","PrivateNote"
"0xf7e0accba5c52938cfb05f7cc3d27a8cf38c13506d5503e0ac1d3f56d5869f8d","17120452","1682391455","2023-04-25 02:57:35","0xa9aae85eb6b8d2201c7e9b29c4544ed32c5c737b","","0x79195af3587b242f23044a29ae2ca54a3223bfc2","0","0","0","0.047984550612664413","89.456638016178","1866.48","","","0x60806040",""
"0x5c667996c3e5c311f741448e53fef7e6fd95f7751e244a18eda9ab807812451b","17120762","1682395199","2023-04-25 03:59:59","0xa9aae85eb6b8d2201c7e9b29c4544ed32c5c737b","0x79195af3587b242f23044a29ae2ca54a3223bfc2","","0","0","0","0.00179498845379034","3.34636107463226","1866.48","","","Transfer",""
"0x2b8031dd3bd289ab26275b3425c981ea497f529b5821281de88e7c01084e3670","17126346","1682462951","2023-04-25 22:49:11","0xcbddf2f9e334a83825fd7048a057ea6350f99f38","0x79195af3587b242f23044a29ae2ca54a3223bfc2","","0","0","0","0.001602599833514805","2.98769481762498","1866.48","","","Transfer",""
"0x78ea28bace88bc5e5cc4d519715f5e6bd17ed9d6238551e5a19d9b4e1da22f7d","17126370","1682463239","2023-04-25 22:53:59","0x0c2c2c10f0917cb3aabe358be91258d6d53e8acb","0x79195af3587b242f23044a29ae2ca54a3223bfc2","","0","0","0","0.001861531595074179","3.47041612206489","1866.48","","","Transfer",""
"0xc1cd03c529cfabc4b13de300d8912b52df991bfe5553a9114e77435b5e4e6d2a","17126375","1682463299","2023-04-25 22:54:59","0xcbddf2f9e334a83825fd7048a057ea6350f99f38","0x79195af3587b242f23044a29ae2ca54a3223bfc2","","0","0","0","0.001772973677150505","3.30531936683814","1866.48","","","Transfer",""
"0xe5529c15b2e6e7879c1e9d04cd7d2ac952cb68a03a75d28f602e7788cbafd513","17126379","1682463347","2023-04-25 22:55:47","0xcbddf2f9e334a83825fd7048a057ea6350f99f38","0x79195af3587b242f23044a29ae2ca54a3223bfc2","","0","0","0","0.002191826354135211","4.08617803548719","1866.48","","","Transfer",""
"0x8e00061cc7ef7a244cb1ece3f194daa00a5272a2807754f5aebea74062191d24","17126385","1682463419","2023-04-25 22:56:59","0xcbddf2f9e334a83825fd7048a057ea6350f99f38","0x79195af3587b242f23044a29ae2ca54a3223bfc2","","0","0","0","0.002202794219015217","4.10662520662569","1866.48","","","Transfer",""
"0x706f162610285830c08ae7fed80bfd55364983c06a2825a05b29179f60d0f0c0","17126391","1682463491","2023-04-25 22:58:11","0xcbddf2f9e334a83825fd7048a057ea6350f99f38","0x79195af3587b242f23044a29ae2ca54a3223bfc2","","0","0","0","0.001971632726672544","3.67567545968109","1866.48","","","Transfer",""
"0x5538d0f3ac9df6928d8d9fb9ef1bf79f75c20ee374a872eccc7fb8a84e19a95f","17126696","1682467223","2023-04-26 00:00:23","0xa9aae85eb6b8d2201c7e9b29c4544ed32c5c737b","0x79195af3587b242f23044a29ae2ca54a3223bfc2","","0","0","0","0.001666467330102939","3.10676171416431","","","","Approve",""
"0xb391327800862d3fbc51a19180b0f03cfd92e6f3c669a72453d0cd885d5bf760","17126713","1682467427","2023-04-26 00:03:47","0xd5aa03d8e1c0d9bf1c92044294673f7bca6e541b","0x79195af3587b242f23044a29ae2ca54a3223bfc2","","0","0","0","0.00566748","10.5657696144","","","","Approve",""
