"Txhash","Blockno","UnixTimestamp","DateTime","From","To","ContractAddress","Value_IN(ETH)","Value_OUT(ETH)","CurrentValue @ $1910.64/Eth","TxnFee(ETH)","TxnFee(USD)","Historical $Price/Eth","Status","ErrCode","Method","PrivateNote"
"0x56444303f606d5b93feb25b9f38794e49b190ec93a1e1a4c4229d65832f8b095","17083228","1681938743","2023-04-19 21:12:23","0x37ce3a20578094ade8aeaccd1879a605bdabe7ad","","0x7d8146cf21e8d7cbe46054e01588207b51198729","0","0","0","0.50185403204224686","958.862387781199","1936.48","","","0x60c06040",""
"0x7def1988d6615bc02a7e2ee0fc5dd5845795b43650692e2f7ad4d99253917074","17083240","1681938911","2023-04-19 21:15:11","0x37ce3a20578094ade8aeaccd1879a605bdabe7ad","0x7d8146cf21e8d7cbe46054e01588207b51198729","","0","0","0","0.004011019780340116","7.66361483310904","1936.48","","","Approve",""
"0x4ff27b76867527e22c37c78c15edc8afa778c5a2073a824239b43b2dd96c26df","17083246","1681938983","2023-04-19 21:16:23","0x73ddd20c1a97c81f56c756291ff1cf0c787c777d","0x7d8146cf21e8d7cbe46054e01588207b51198729","","0","0","0","0.004078934417866812","7.79337525615305","1936.48","","","Approve",""
"0x03c0e6fbca7d8b5da4c13dfaf351349fe22201b6b1dd43e94f4f75ba74d353e3","17083247","1681938995","2023-04-19 21:16:35","0x73a09837e39d81917442d59f94543750b584ff38","0x7d8146cf21e8d7cbe46054e01588207b51198729","","0","0","0","0.004071791081239632","7.77972691145969","1936.48","","","Approve",""
"0x05e4e71a6974bcc2b1dff24012f1f332cd49737d6ae7271a130cbc8f3c97f8c5","17083248","1681939007","2023-04-19 21:16:47","0xcc243d33162a5eecd4f9a8795c6fd607609a1a49","0x7d8146cf21e8d7cbe46054e01588207b51198729","","0","0","0","0.003910406839798212","7.47137972439206","1936.48","","","Approve",""
"0xb611ee5450afc42facb54e52964660d73ed4e0ca50387c80a45b58618b174aa5","17083249","1681939019","2023-04-19 21:16:59","0x37ce3a20578094ade8aeaccd1879a605bdabe7ad","0x7d8146cf21e8d7cbe46054e01588207b51198729","","0","0","0","0.00265425884743764","5.07133312426825","1936.48","","","Update Buy Fees",""
"0xf18dc2d1f09d0d5d6e95dd928e0e8cd59b6ad8d3f73bad402f641fd200ae8992","17083250","1681939043","2023-04-19 21:17:23","0x937e5afc50677878ed2b7290f4bbf25432669c38","0x7d8146cf21e8d7cbe46054e01588207b51198729","","0","0","0","0.004125436251124992","7.88222351884945","1936.48","","","Approve",""
"0x62a6e36699afc40c809b0b886d5d8d9be9894b622b4a3215674571e64ae9c0e1","17083254","1681939091","2023-04-19 21:18:11","0xae1f73d4b8b08ceb8b2768e89420e922ab97a69a","0x7d8146cf21e8d7cbe46054e01588207b51198729","","0","0","0","0.004414214125429884","8.43397407661135","1936.48","","","Approve",""
"0x6390b6822572cbbdefab82e3eff28ef34bc555347ebb9041a064bf5174aa06fa","17083254","1681939091","2023-04-19 21:18:11","0x50f35db43dbb4861d4c9221e8f6072537c0420e4","0x7d8146cf21e8d7cbe46054e01588207b51198729","","0","0","0","0.004414214125429884","8.43397407661135","1936.48","","","Approve",""
"0x9c60c9c9ea1464459acbdb02a35d16e8fbba360023db3014bbacd3f344dfd087","17083254","1681939091","2023-04-19 21:18:11","0x8db731c17c7a46483c5a6b12025b2403c035a748","0x7d8146cf21e8d7cbe46054e01588207b51198729","","0","0","0","0.004414214125429884","8.43397407661135","1936.48","","","Approve",""
"0x9d38d705fc6f88965a2e806071a95c73d7b3c7f2a7619bd495ec3fc05235f60e","17083254","1681939091","2023-04-19 21:18:11","0x3a2da58e84c23cd52fa8a0d58bbf9b0536f560ec","0x7d8146cf21e8d7cbe46054e01588207b51198729","","0","0","0","0.004414214125429884","8.43397407661135","1936.48","","","Approve",""
"0x758ecd9fc2ca19f6338a503147a9251387990d4efaa999c804d6f358309d5676","17083254","1681939091","2023-04-19 21:18:11","0xb58f8ec3c80ff2637718a08e9ad4c35a021ba14c","0x7d8146cf21e8d7cbe46054e01588207b51198729","","0","0","0","0.004414214125429884","8.43397407661135","1936.48","","","Approve",""
"0xf4cfccf17321b0b4d90b120020ccb7c7b5ef80866de35e550ddc6127834b34ff","17083258","1681939139","2023-04-19 21:18:59","0xdf839f2d5bbde84d6534e828d2f9ad8923a2d0c5","0x7d8146cf21e8d7cbe46054e01588207b51198729","","0","0","0","0.004158573347778316","7.94553658119916","1936.48","","","Approve",""
"0x0c2898de3f3010b4ab5388bee7e8f454ef629aa080acb97567875536e78c3fdb","17083259","1681939151","2023-04-19 21:19:11","0x37ce3a20578094ade8aeaccd1879a605bdabe7ad","0x7d8146cf21e8d7cbe46054e01588207b51198729","","0","0","0","0.00242745152587757","4.63798598340272","1936.48","","","Remove Limits",""
"0xd6f8881e409879c8d814bbae73073ce078a7d61e8a7de986b88f0afe921ffacc","17083259","1681939151","2023-04-19 21:19:11","0x37ce3a20578094ade8aeaccd1879a605bdabe7ad","0x7d8146cf21e8d7cbe46054e01588207b51198729","","0","0","0","0.00262589429372066","5.01713867335444","1936.48","","","Update Sell Fees",""
"0xa0e12b435d42b7034eff8d98ada2b8bca7521ce997da7a8b3d8c2efb6c0f3a25","17083261","1681939175","2023-04-19 21:19:35","0x6685546251d7f790c642145f0e27f9995e07ca2d","0x7d8146cf21e8d7cbe46054e01588207b51198729","","0","0","0","0.004381164036811072","8.37082725529271","1936.48","","","Approve",""
"0x5d9abe6941229941dc3586ed478327cf38b91f57915f552595b6589806097051","17083262","1681939187","2023-04-19 21:19:47","0xba4bd27605c142f8c3c542dc1393263c26863c62","0x7d8146cf21e8d7cbe46054e01588207b51198729","","0","0","0","0.004389377381591532","8.38652000036404","1936.48","","","Approve",""
"0x758a41803f6f137b9fe5a6d27d44c58c12a5dd03ad00d494860fbb2f9b717b18","17083262","1681939187","2023-04-19 21:19:47","0xbbfd178e859e0540ae6fed6e4cde0631e0b7dd58","0x7d8146cf21e8d7cbe46054e01588207b51198729","","0","0","0","0.004389377381591532","8.38652000036404","1936.48","","","Approve",""
"0x695491012bdb367fe1b1919eb34b56dc965b6f57c8a6b143e85ada791e51d899","17083262","1681939187","2023-04-19 21:19:47","0x2aed658b6fdcf9a5e37a2f2384b7043848800b10","0x7d8146cf21e8d7cbe46054e01588207b51198729","","0","0","0","0.004389377381591532","8.38652000036404","1936.48","","","Approve",""
"0x7c0f9ccef827f7e079f6aaaf3685a6be03f3c96f50dae5afa411f34302551683","17083262","1681939187","2023-04-19 21:19:47","0xbec75004e1cb83253764656ffbf850f7a88fe0f2","0x7d8146cf21e8d7cbe46054e01588207b51198729","","0","0","0","0.004389377381591532","8.38652000036404","1936.48","","","Approve",""
"0x912e61847c4d14ef7db7eed967fc5f241b43f3b3268affe8557e4087b342f393","17083262","1681939187","2023-04-19 21:19:47","0x2f691405aca80d1691f4ea1e18b4fb94e84a954f","0x7d8146cf21e8d7cbe46054e01588207b51198729","","0","0","0","0.004389377381591532","8.38652000036404","1936.48","","","Approve",""
"0xbd2a0c84a124325cb8355d9a3f2755f41e7df21e60f144afba14547d8b875001","17083262","1681939187","2023-04-19 21:19:47","0x0ae25db8832b7145ad1622b3724a9a5c5a9058f5","0x7d8146cf21e8d7cbe46054e01588207b51198729","","0","0","0","0.004389377381591532","8.38652000036404","1936.48","","","Approve",""
"0xf4a127fc67c09e5616fb0e765e6ac2567c6a77a4a981b44e494a2d82a3843d47","17083262","1681939187","2023-04-19 21:19:47","0x0a8a23c76dc6fd005a4e2e319348ccaa09f580aa","0x7d8146cf21e8d7cbe46054e01588207b51198729","","0","0","0","0.004389377381591532","8.38652000036404","1936.48","","","Approve",""
"0xc857ec53a8fcbb0a66fd7f5c6f80647866760e49384ddf336e15a02fc4814bd7","17083262","1681939187","2023-04-19 21:19:47","0xf669bd07689a4f1c8effcfc30fd684c2282b153c","0x7d8146cf21e8d7cbe46054e01588207b51198729","","0","0","0","0.004389377381591532","8.38652000036404","1936.48","","","Approve",""
"0xdd84c81f09979dad3dbe0f6432148208fb5445daaaace4f23522432d02f9de01","17083262","1681939187","2023-04-19 21:19:47","0xe60b7a42f62cd54b70d386abe2a172251e1b6867","0x7d8146cf21e8d7cbe46054e01588207b51198729","","0","0","0","0.004389377381591532","8.38652000036404","1936.48","","","Approve",""
"0xe9dbeec5ac30be950baddb63d587bb5194071b50207d6b7c00c53a44853e40b1","17083262","1681939187","2023-04-19 21:19:47","0x257d933f9047abab2c1c662bf5830edff022f191","0x7d8146cf21e8d7cbe46054e01588207b51198729","","0","0","0","0.004389377381591532","8.38652000036404","1936.48","","","Approve",""
"0x1272554043adccc87377a8556ddd3d4ae2153bdbebd06d5ec5e5b68e2045994b","17083262","1681939187","2023-04-19 21:19:47","0x402115d9f6bcbde04d152e29e3e790bad1945d97","0x7d8146cf21e8d7cbe46054e01588207b51198729","","0","0","0","0.004389377381591532","8.38652000036404","1936.48","","","Approve",""
"0x133f45e3b07eba88de6650ebb63c65af1b875cfc2cee778804e83e2d5ef1a149","17083262","1681939187","2023-04-19 21:19:47","0x277653866522469bd7f413d8b55364fa4ef79ff8","0x7d8146cf21e8d7cbe46054e01588207b51198729","","0","0","0","0.004324098181591532","8.26179494967604","1936.48","","","Approve",""
"0xe8ce05a81e3fd5cea46445647ddf6f4eeff0bdccf47a4589dfc1fa7c489d73f2","17083262","1681939187","2023-04-19 21:19:47","0xdf1fee4a52f0a30264e0432553583cb260672c7f","0x7d8146cf21e8d7cbe46054e01588207b51198729","","0","0","0","0.004324098181591532","8.26179494967604","1936.48","","","Approve",""
"0x731527a0caeac297e0d5e470762367bb8f9bf5dfa42687ad173d71b73ec358f1","17083263","1681939199","2023-04-19 21:19:59","0x73ecc43b210f1961409501dcbaeed16841d8007b","0x7d8146cf21e8d7cbe46054e01588207b51198729","","0","0","0","0.0063652246778168","12.1616528784239","1936.48","","","Approve",""
"0x44193ff3ab12e87c8cb9882e57a00b4fe5246e6623a6a21e4d060279287e98f7","17083263","1681939199","2023-04-19 21:19:59","0xa7d8959824c69cd1ce95416059a65cd2a71d2cf2","0x7d8146cf21e8d7cbe46054e01588207b51198729","","0","0","0","0.0063652246778168","12.1616528784239","1936.48","","","Approve",""
"0xafd058978db8961c39612d5ea8fc982943dae3c6efdf4acaba3ad4db6c59b684","17083263","1681939199","2023-04-19 21:19:59","0x4c83cae5bd32b84f679a22b5283c1700359aa0c7","0x7d8146cf21e8d7cbe46054e01588207b51198729","","0","0","0","0.0063652246778168","12.1616528784239","1936.48","","","Approve",""
"0x927084c5268ca1cc966fb6c4e6cfdf6992617c025dc697439f3a0940b58d27bf","17083263","1681939199","2023-04-19 21:19:59","0xa0bf927f7f48c96e5c6d420cd81de1478d0cdb9e","0x7d8146cf21e8d7cbe46054e01588207b51198729","","0","0","0","0.0063652246778168","12.1616528784239","1936.48","","","Approve",""
"0x83759e02c415ede5b6b8b25e8868e50f4f79fdc1abcce773a979fd6d6b5e1354","17083263","1681939199","2023-04-19 21:19:59","0x5918aa23dbb059c81b7ec37ce85c847b6996b0db","0x7d8146cf21e8d7cbe46054e01588207b51198729","","0","0","0","0.0063652246778168","12.1616528784239","1936.48","","","Approve",""
"0x92a50d7673c7c8fc2ee27811554a793912ecb17861e86b03017b56a681d3ea33","17083263","1681939199","2023-04-19 21:19:59","0x5c681736b68e2ded22b5abe7624fa3d0b63bd72a","0x7d8146cf21e8d7cbe46054e01588207b51198729","","0","0","0","0.0063652246778168","12.1616528784239","1936.48","","","Approve",""
